TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
12:54,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
12:55,57.5600,10000,0.000348,$-600.00,$-800.00,HOLD,57.54,$575400.00
12:56,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
12:57,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
12:58,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
12:59,57.5533,10000,0.000231,$-667.00,$-800.00,HOLD,57.54,$575400.00
13:00,57.5800,10000,0.000695,$-400.00,$-800.00,HOLD,57.54,$575400.00
13:01,57.5700,10000,0.000521,$-500.00,$-800.00,HOLD,57.54,$575400.00
13:02,57.5700,10000,0.000521,$-500.00,$-800.00,HOLD,57.54,$575400.00
13:03,57.5527,10000,0.000221,$-673.00,$-800.00,HOLD,57.54,$575400.00
13:04,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
13:05,57.5700,10000,0.000521,$-500.00,$-800.00,HOLD,57.54,$575400.00
13:06,57.5450,10000,0.000087,$-750.00,$-800.00,HOLD,57.54,$575400.00
13:07,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
13:08,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
13:09,57.5450,10000,0.000087,$-750.00,$-800.00,HOLD,57.54,$575400.00
13:10,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
13:11,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
13:12,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
13:13,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
13:14,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
13:15,57.5900,10000,0.000869,$-300.00,$-800.00,HOLD,57.54,$575400.00
13:16,57.5800,10000,0.000695,$-400.00,$-800.00,HOLD,57.54,$575400.00
13:17,57.6000,10000,0.001043,$-200.00,$-800.00,HOLD,57.54,$575400.00
13:18,57.5950,10000,0.000956,$-250.00,$-800.00,HOLD,57.54,$575400.00
13:19,57.5950,10000,0.000956,$-250.00,$-800.00,HOLD,57.54,$575400.00
13:20,57.5900,10000,0.000869,$-300.00,$-800.00,HOLD,57.54,$575400.00
13:21,57.5900,10000,0.000869,$-300.00,$-800.00,HOLD,57.54,$575400.00
